0,1,2,3,4,5,6,7,8,9,10,11,12
440.967,320,13230,2444863,13079542,0,15524405,3000000,25,176,144,219656,0.688
292.092,480,8755,2375028,15155062,0,17530090,5000000,12,480,360,219480,1.424
395.44,1280,9886,5073258,74605061,0,79678319,5000000,25,640,480,221160,2.008
127.221664,1920,3050,3818903,45174992,0,48993895,539000,25,320,240,217348,7.972
69.933,320,1050,349781,2035796,0,2385577,3000000,15,480,360,219656,6.58
292.092,480,8755,2375028,15155062,0,17530090,242000,15,176,144,219480,3.176
225.08,480,5628,1873408,13275961,0,15149369,820000,15,176,144,216820,3.208
250.017,320,7494,856855,3926589,0,4783444,539000,25,640,480,218664,7.684
1768.9417,176,21227,1382103,11034284,0,12416387,109000,25,176,144,221160,1.268
106.765,1280,2669,4427240,6911026,0,11338266,3000000,12,480,360,219480,2.724
39.055,1920,1170,839251,28416939,0,29256190,3000000,24,320,240,216020,25.478
254.922,480,7636,918325,7387906,0,8306231,242000,15,1280,720,320808,21.057
645.84,320,16146,1081321,6660941,0,7742262,820000,12,320,240,219200,4.688
384.451,640,11523,2839955,28225248,0,31065203,242000,29.97,640,480,217828,1.832
384.451,640,11523,2839955,28225248,0,31065203,56000,25,480,360,217828,1.868
274.541,480,8228,802625,3994697,0,4797322,3000000,29.97,1280,720,216820,22.517
67.583336,176,792,47585,385164,0,432749,242000,15,1920,1080,219480,16.521
225.08,480,5628,1873408,13275961,0,15149369,109000,15,320,240,216820,0.976
340.424,320,4081,1168939,9234909,0,10403848,242000,25,1920,1080,221152,17.113
74.535,176,894,23996,491276,0,515272,56000,24,176,144,219464,0.304
473,320,11826,1419320,8047423,0,9697521,820000,15,480,360,220900,12.369
239.14166,480,5978,1406751,13545526,0,14952277,3000000,24,1280,720,97296,7.92
395.44,1280,9886,5073258,74605061,0,79678319,820000,29.97,1920,1080,221160,14.753
645.84,320,16146,1081321,6660941,0,7742262,242000,24,1920,1080,218932,31.538
216.55,320,6491,1789334,6091735,0,7881069,539000,29.97,1280,720,207156,3
906.5983,176,10879,597549,5760936,0,6358485,539000,29.97,320,240,165668,2.292
714.371,1280,21407,14532530,43720516,0,58253046,3000000,24,320,240,165564,12.909
282.56,640,7065,4966509,14806840,0,19773349,109000,25,320,240,221152,3.628
440.967,320,13230,2444863,13079542,0,15524405,56000,12,480,360,219656,0.808
157.80167,1280,3945,5611970,51306874,0,56918844,109000,29.97,176,144,216056,3.544
217.518,480,6520,406683,1851539,0,2258222,539000,25,176,144,217080,2.8
176.901,480,4420,393395,202954,0,596349,539000,24,320,240,218932,1.716
254.922,480,7636,918325,7387906,0,8306231,5000000,29.97,320,240,221160,1.2
326.58832,1920,7830,16603953,228322925,0,244926878,56000,15,320,240,218932,11.229
43.827,320,1104,137210,1354404,0,1491614,56000,29.97,1280,720,218932,17.281
750.433,1280,10112,3852576,70635013,0,74487589,242000,15,1280,720,165700,5.34
458.625,640,13746,5308581,24350943,0,29659524,820000,29.97,320,240,216820,1.388
189.956,320,5694,580292,4911734,0,5492026,5000000,24,1920,1080,218664,32.73
74.535,176,894,23996,491276,0,515272,109000,15,176,144,219200,1.008
49.178333,176,344,33046,300986,0,334032,539000,29.97,320,240,221160,0.912
270.655,640,8117,1912240,20178890,0,22091130,109000,15,1920,1080,219480,28.102
203.198,320,6078,853613,5225468,0,6079081,56000,24,480,360,221160,2.616
368.32,640,9208,869558,470067,0,1339625,539000,29.97,320,240,221152,2.624
270.655,640,8117,1912240,20178890,0,22091130,242000,15,1280,720,219480,4.988
255.28,320,6382,611474,7374864,0,7986338,242000,12,320,240,216820,3.716
33.09,320,456,101794,1052937,0,1154731,820000,25,480,360,219480,11.805
167.39166,1280,4017,4369420,41819887,0,46189307,820000,15,1280,720,345608,34.35
316.95166,176,3803,111850,2082902,0,2194752,539000,25,640,480,165700,2.804
167.39166,1280,4017,4369420,41819887,0,46189307,109000,12,320,240,219656,5.38
33.09,320,456,101794,1052937,0,1154731,109000,24,1280,720,312744,22.457
63.667,640,956,1259657,6480438,0,7740095,5000000,12,1280,720,219656,5.576
204.938,480,3280,1451634,6166260,0,7617894,109000,15,1280,720,86128,1.884
448.575,1280,13441,9132637,105950761,0,115083398,3000000,25,176,144,217080,4.332
95.462,640,2862,886496,8770159,0,9656655,820000,24,1280,720,221160,21.473
256.20834,176,3074,302900,1540700,0,1843600,242000,15,176,144,219480,0.636
49.178333,176,344,33046,300986,0,334032,109000,29.97,176,144,221160,0.6
176.901,480,4420,393395,202954,0,596349,5000000,12,1920,1080,218932,2.92
391.08,640,9778,9023743,2261252,0,11284995,242000,24,1920,1080,219480,30.854
750.433,1280,10112,3852576,70635013,0,74487589,539000,12,480,360,165700,3.616
177.33333,176,2128,100969,1089548,0,1190517,56000,25,320,240,163632,0.404
340.424,320,4081,1168939,9234909,0,10403848,539000,12,1280,720,221152,10.113
254.922,480,7636,918325,7387906,0,8306231,242000,24,480,360,221160,9.769
906.5983,176,10879,597549,5760936,0,6358485,5000000,25,176,144,165668,0.3
52.68,480,1318,870136,1579497,0,2449633,242000,29.97,1280,720,139940,11.245
42.2,480,1056,216154,1306770,0,1522924,242000,12,176,144,216820,0.736
860.056,1280,25773,12989828,276022270,0,289012098,5000000,15,176,144,260656,4.16
177.33333,176,2128,100969,1089548,0,1190517,539000,12,176,144,163024,0.656
286.995,480,6882,2285153,15944803,0,18229956,242000,15,640,480,216820,7.284
714.371,1280,21407,14532530,43720516,0,58253046,109000,12,1920,1080,164988,5.704
189.956,320,5694,580292,4911734,0,5492026,820000,12,320,240,218664,3.452
270.655,640,8117,1912240,20178890,0,22091130,539000,12,320,240,219480,6.408
274.541,480,8228,802625,3994697,0,4797322,242000,24,640,480,216820,11.493
273.816,1920,6843,6190779,47579961,0,53770740,5000000,29.97,176,144,219656,5.144
42.2,480,1056,216154,1306770,0,1522924,3000000,29.97,320,240,216820,2.624
157.891,480,4733,1776729,6254165,0,8030894,109000,25,320,240,219464,3.012
77.233,480,2318,182297,3510033,0,3692330,109000,12,640,480,219480,7.228
225.08,480,5628,1873408,13275961,0,15149369,820000,15,480,360,216820,9.361
177.33333,176,2128,100969,1089548,0,1190517,56000,29.97,640,480,163024,3.332
440.967,320,13230,2444863,13079542,0,15524405,539000,24,640,480,219656,4.38
304.927,320,7623,833754,4286526,0,5120280,56000,29.97,176,144,216820,1.888
426.945,1280,12795,11297544,45523691,0,56821235,109000,29.97,640,480,219480,12.881
216.55,320,6491,1789334,6091735,0,7881069,56000,24,1280,720,201892,2.624
282.56,640,7065,4966509,14806840,0,19773349,109000,29.97,640,480,221152,8.445
167.39166,1280,4017,4369420,41819887,0,46189307,820000,29.97,640,480,219656,24.79
59.883,1280,1793,481774,6965881,0,7447655,5000000,25,1920,1080,668636,169.599
384.451,640,11523,2839955,28225248,0,31065203,820000,29.97,640,480,217568,4.944
255.28,320,6382,611474,7374864,0,7986338,820000,15,640,480,216820,16.541
1768.9417,176,21227,1382103,11034284,0,12416387,56000,12,1920,1080,227588,2.996
1768.9417,176,21227,1382103,11034284,0,12416387,3000000,29.97,320,240,245752,8.825
326.583,640,8163,1868804,41239444,0,43108248,242000,29.97,1280,720,212596,11.801
581.233,480,17438,10151572,11352574,0,21504146,5000000,25,480,360,218932,1.288
42.2,480,1056,216154,1306770,0,1522924,820000,15,1280,720,216820,5.448
391.08,640,9778,9023743,2261252,0,11284995,820000,12,1920,1080,219480,3.348
167.39166,1280,4017,4369420,41819887,0,46189307,820000,29.97,320,240,219656,12.293
95.462,640,2862,886496,8770159,0,9656655,820000,12,1920,1080,221160,24.182
714.371,1280,21407,14532530,43720516,0,58253046,109000,15,320,240,164888,5.36
284.818,320,4224,2150257,4400499,0,8746455,820000,29.97,1920,1080,84696,4.412
458.625,640,13746,5308581,24350943,0,29659524,5000000,29.97,1920,1080,683412,94.53
77.233,480,2318,182297,3510033,0,3692330,242000,12,640,480,219480,3.06
254.922,480,7636,918325,7387906,0,8306231,109000,25,176,144,221160,2.128
163.897,320,4913,824159,4646573,0,5470732,820000,15,176,144,219656,1.648
311.1,176,3733,127552,2066350,0,2193902,3000000,15,1920,1080,221160,6.74
452.689,320,2579,207037,3566163,0,3773200,109000,29.97,320,240,252412,4.496
98.683334,176,1184,48267,636993,0,685260,820000,12,320,240,217880,1.272
222.53334,480,6676,2821722,11099102,0,13920824,5000000,12,176,144,217336,1.388
33.09,320,456,101794,1052937,0,1154731,3000000,24,176,144,219480,0.632
304.927,320,7623,833754,4286526,0,5120280,539000,25,1280,720,321768,34.53
217.518,480,6520,406683,1851539,0,2258222,5000000,15,1280,720,217080,8.513
274.541,480,8228,802625,3994697,0,4797322,242000,12,480,360,216820,4.932
714.371,1280,21407,14532530,43720516,0,58253046,5000000,24,1280,720,330352,69.992
750.433,1280,10112,3852576,70635013,0,74487589,820000,15,480,360,171536,7.24
67.583336,176,792,47585,385164,0,432749,539000,29.97,1280,720,219480,6.64
339.667,640,10191,10121223,820261,0,10941484,56000,29.97,320,240,219480,1.236
86.486,640,2593,819680,3029350,0,3849030,3000000,15,320,240,219656,1.208
217.518,480,6520,406683,1851539,0,2258222,5000000,25,320,240,217080,0.908
52.68,480,1318,870136,1579497,0,2449633,539000,15,1280,720,140080,16.329
107.443,480,3220,671936,3625932,0,4297868,109000,29.97,640,480,216820,1.62
1768.9417,176,21227,1382103,11034284,0,12416387,539000,29.97,1280,720,233364,1.452
476.957,1280,14305,3487520,79210885,0,82698405,820000,25,176,144,165696,3.28
49.178333,176,344,33046,300986,0,334032,109000,12,320,240,221160,0.924
86.486,640,2593,819680,3029350,0,3849030,820000,12,320,240,219656,2.116
176.901,480,4420,393395,202954,0,596349,3000000,24,176,144,218932,0.62
130.35667,176,1564,64483,825054,0,889537,5000000,25,1920,1080,73968,3.7
225.08,480,5628,1873408,13275961,0,15149369,242000,24,1280,720,321252,25.03
163.897,320,4913,824159,4646573,0,5470732,242000,29.97,320,240,219656,3.568
340.424,320,4081,1168939,9234909,0,10403848,3000000,12,1920,1080,221152,3.252
326.58832,1920,7830,16603953,228322925,0,244926878,242000,29.97,480,360,218932,8.381
379.32,480,9484,3392479,5235193,0,8627672,539000,15,320,240,219480,1.908
304.927,320,7623,833754,4286526,0,5120280,56000,12,640,480,216820,4.652
64.933,320,975,318954,1603007,0,1921961,5000000,29.97,1280,720,297628,67.832
49.178333,176,344,33046,300986,0,334032,5000000,24,176,144,221160,0.288
304.927,320,7623,833754,4286526,0,5120280,109000,24,1280,720,216820,2.416
395.44,1280,9886,5073258,74605061,0,79678319,820000,24,640,480,221160,2.008
49.178333,176,344,33046,300986,0,334032,820000,25,1280,720,221160,0.892
86.486,640,2593,819680,3029350,0,3849030,56000,24,1920,1080,219656,26.074
906.5983,176,10879,597549,5760936,0,6358485,242000,15,1280,720,317392,19.077
176.901,480,4420,393395,202954,0,596349,820000,15,1280,720,305768,6.544
473,320,11826,1419320,8047423,0,9697521,5000000,29.97,1280,720,319716,93.942
256.20834,176,3074,302900,1540700,0,1843600,5000000,12,640,480,219480,12.757
448.575,1280,13441,9132637,105950761,0,115083398,109000,24,320,240,217080,4.48
192.466,320,5759,881416,4901078,0,5782494,820000,24,640,480,49576,8.157
316.95166,176,3803,111850,2082902,0,2194752,5000000,15,1280,720,165700,1.836
240.04,320,7195,1166410,6583083,0,7749493,820000,15,480,360,44584,2.936
645.84,320,16146,1081321,6660941,0,7742262,109000,25,1920,1080,218932,13.409
290.01666,176,3478,119325,1794184,0,1913509,539000,15,1920,1080,132592,21.809
254.922,480,7636,918325,7387906,0,8306231,56000,15,480,360,221160,0.952
395.44,1280,9886,5073258,74605061,0,79678319,539000,25,640,480,221160,5.9
385.052,1280,9232,16244376,5023129,0,21267505,109000,12,1920,1080,219480,3.876
458.625,640,13746,5308581,24350943,0,29659524,820000,24,480,360,216820,8.553
322.2,176,3862,164563,2033948,0,2198511,5000000,24,1920,1080,102288,14.281
860.056,1280,25773,12989828,276022270,0,289012098,5000000,25,480,360,260752,5.956
1768.9417,176,21227,1382103,11034284,0,12416387,3000000,25,480,360,245468,15.021
239.14166,480,5978,1406751,13545526,0,14952277,820000,15,320,240,102732,3.204
203.198,320,6078,853613,5225468,0,6079081,56000,25,640,480,221160,1.108
645.84,320,16146,1081321,6660941,0,7742262,5000000,15,640,480,218932,3.492
64.933,320,975,318954,1603007,0,1921961,539000,12,176,144,217080,1.296
292.092,480,8755,2375028,15155062,0,17530090,5000000,12,480,360,219480,3.508
340.424,320,4081,1168939,9234909,0,10403848,109000,12,176,144,221152,1.02
311.1,176,3733,127552,2066350,0,2193902,109000,15,1280,720,221160,6.848
1768.9417,176,21227,1382103,11034284,0,12416387,242000,15,1920,1080,632744,32.626
906.5983,176,10879,597549,5760936,0,6358485,5000000,12,320,240,165668,2.176
107.443,480,3220,671936,3625932,0,4297868,5000000,24,1280,720,216820,22.689
326.583,640,8163,1868804,41239444,0,43108248,56000,12,176,144,212772,1.736
177.33333,176,2128,100969,1089548,0,1190517,3000000,29.97,320,240,163024,1.588
239.14166,480,5978,1406751,13545526,0,14952277,5000000,12,1920,1080,114580,8.977
177.33333,176,2128,100969,1089548,0,1190517,56000,29.97,1920,1080,162996,13.973
131.76,640,3294,945865,778937,0,1724802,109000,25,480,360,221152,4.824
440.967,320,13230,2444863,13079542,0,15524405,539000,29.97,176,144,219656,3.496
473,320,11826,1419320,8047423,0,9697521,820000,24,640,480,220808,5.048
176.901,480,4420,393395,202954,0,596349,242000,25,1920,1080,218932,12.257
286.995,480,6882,2285153,15944803,0,18229956,56000,15,176,144,216820,2.092
167.39166,1280,4017,4369420,41819887,0,46189307,5000000,29.97,320,240,219656,4.452
59.883,1280,1793,481774,6965881,0,7447655,5000000,15,1280,720,157164,16.073
42.2,480,1056,216154,1306770,0,1522924,3000000,29.97,480,360,216820,0.956
95.462,640,2862,886496,8770159,0,9656655,3000000,29.97,480,360,221160,2.328
63.667,640,956,1259657,6480438,0,7740095,539000,24,320,240,219656,5.328
77.233,480,2318,182297,3510033,0,3692330,539000,15,320,240,219480,3.244
3628.7683,176,43545,3914430,21452743,0,25367173,820000,12,640,480,44488,0.516
67.583336,176,792,47585,385164,0,432749,5000000,29.97,1920,1080,219480,3.256
274.541,480,8228,802625,3994697,0,4797322,5000000,25,1280,720,216820,19.445
476.957,1280,14305,3487520,79210885,0,82698405,3000000,12,1280,720,165696,4.916
86.486,640,2593,819680,3029350,0,3849030,820000,29.97,1280,720,219656,3.332
127.221664,1920,3050,3818903,45174992,0,48993895,820000,29.97,1920,1080,217436,50.343
282.56,640,7065,4966509,14806840,0,19773349,56000,15,320,240,220900,2.032
216.55,320,6491,1789334,6091735,0,7881069,5000000,15,480,360,209424,1.028
33.09,320,456,101794,1052937,0,1154731,242000,24,480,360,219480,3.256
274.541,480,8228,802625,3994697,0,4797322,3000000,24,176,144,216820,3.28
77.233,480,2318,182297,3510033,0,3692330,109000,25,176,144,219480,0.98
458.625,640,13746,5308581,24350943,0,29659524,539000,15,1920,1080,216820,23.561
384.451,640,11523,2839955,28225248,0,31065203,539000,12,480,360,217828,8.129
906.5983,176,10879,597549,5760936,0,6358485,3000000,24,320,240,165668,0.448
458.625,640,13746,5308581,24350943,0,29659524,56000,15,1280,720,216820,4.668
131.76,640,3294,945865,778937,0,1724802,820000,15,640,480,221152,0.872
426.945,1280,12795,11297544,45523691,0,56821235,56000,25,1280,720,333208,18.221
204.938,480,3280,1451634,6166260,0,7617894,109000,12,176,144,86124,0.656
714.371,1280,21407,14532530,43720516,0,58253046,242000,24,480,360,164736,4.604
33.09,320,456,101794,1052937,0,1154731,109000,29.97,320,240,219480,2.348
326.58832,1920,7830,16603953,228322925,0,244926878,820000,12,176,144,218932,8.393
64.933,320,975,318954,1603007,0,1921961,3000000,25,640,480,217080,0.984
98.683334,176,1184,48267,636993,0,685260,820000,12,480,360,217852,1.168
163.897,320,4913,824159,4646573,0,5470732,5000000,25,176,144,219656,3.688
254.922,480,7636,918325,7387906,0,8306231,539000,12,480,360,221160,1.008
217.518,480,6520,406683,1851539,0,2258222,242000,29.97,320,240,216820,2.984
255.28,320,6382,611474,7374864,0,7986338,109000,12,1920,1080,216820,18.189
69.933,320,1050,349781,2035796,0,2385577,242000,12,176,144,219656,0.38
63.667,640,956,1259657,6480438,0,7740095,109000,29.97,1920,1080,219656,4.628
326.583,640,8163,1868804,41239444,0,43108248,242000,29.97,1920,1080,212596,17.765
69.93833,176,839,47521,448322,0,495843,242000,24,640,480,221152,8.649
33.09,320,456,101794,1052937,0,1154731,539000,25,320,240,219480,3.164
440.967,320,13230,2444863,13079542,0,15524405,56000,25,480,360,219656,3.756
225.08,480,5628,1873408,13275961,0,15149369,109000,25,176,144,216820,2.816
203.198,320,6078,853613,5225468,0,6079081,3000000,12,176,144,221160,2.912
34.168,480,1021,238485,559745,0,798230,242000,15,320,240,165700,2.96
395.44,1280,9886,5073258,74605061,0,79678319,5000000,24,320,240,221160,5.536
750.433,1280,10112,3852576,70635013,0,74487589,5000000,12,1920,1080,666692,51.583
490.6,480,12266,1448177,16976151,0,18424328,820000,29.97,1920,1080,219480,15.993
106.765,1280,2669,4427240,6911026,0,11338266,5000000,29.97,176,144,219480,2.464
127.221664,1920,3050,3818903,45174992,0,48993895,539000,15,640,480,217348,13.437
255.28,320,6382,611474,7374864,0,7986338,5000000,12,640,480,216820,25.118
239.14166,480,5978,1406751,13545526,0,14952277,539000,24,176,144,100884,2.336
384.451,640,11523,2839955,28225248,0,31065203,109000,15,1280,720,217544,5.02
385.052,1280,9232,16244376,5023129,0,21267505,109000,24,176,144,219480,1.984
189.956,320,5694,580292,4911734,0,5492026,539000,24,480,360,218664,10.581
273.816,1920,6843,6190779,47579961,0,53770740,242000,25,1920,1080,219656,7.66
385.052,1280,9232,16244376,5023129,0,21267505,242000,29.97,176,144,219480,1.328
270.655,640,8117,1912240,20178890,0,22091130,5000000,15,1920,1080,641324,127.72
473,320,11826,1419320,8047423,0,9697521,820000,25,320,240,220900,7.64
256.20834,176,3074,302900,1540700,0,1843600,3000000,25,480,360,219480,2.052
67.583336,176,792,47585,385164,0,432749,3000000,12,480,360,219480,2.968
292.092,480,8755,2375028,15155062,0,17530090,3000000,24,176,144,219480,1.3
326.58832,1920,7830,16603953,228322925,0,244926878,242000,24,320,240,218932,8.809
98.683334,176,1184,48267,636993,0,685260,109000,25,1920,1080,217880,16.361
143.03334,176,1716,56405,856907,0,913312,242000,15,320,240,219480,2.736
95.462,640,2862,886496,8770159,0,9656655,3000000,15,1920,1080,221160,9.649
127.221664,1920,3050,3818903,45174992,0,48993895,3000000,29.97,1280,720,395796,83.717
43.827,320,1104,137210,1354404,0,1491614,5000000,24,176,144,218932,0.624
163.897,320,4913,824159,4646573,0,5470732,539000,25,640,480,219656,1.208
217.518,480,6520,406683,1851539,0,2258222,820000,15,176,144,217080,0.78
130.35667,176,1564,64483,825054,0,889537,3000000,15,480,360,34052,1.828
177.33333,176,2128,100969,1089548,0,1190517,539000,24,1920,1080,163632,2.76
906.5983,176,10879,597549,5760936,0,6358485,3000000,29.97,640,480,165668,20.653
43.827,320,1104,137210,1354404,0,1491614,3000000,24,640,480,218932,5.704
282.56,640,7065,4966509,14806840,0,19773349,3000000,24,640,480,221152,1.476
385.052,1280,9232,16244376,5023129,0,21267505,3000000,12,176,144,219480,1.684
440.967,320,13230,2444863,13079542,0,15524405,3000000,12,320,240,219656,1.576
86.486,640,2593,819680,3029350,0,3849030,242000,29.97,1920,1080,219656,36.346
274.541,480,8228,802625,3994697,0,4797322,109000,15,640,480,216064,2.604
63.667,640,956,1259657,6480438,0,7740095,242000,24,480,360,219656,9.361
270.655,640,8117,1912240,20178890,0,22091130,539000,25,176,144,219480,4.852
490.6,480,12266,1448177,16976151,0,18424328,3000000,29.97,1280,720,219480,26.298
311.1,176,3733,127552,2066350,0,2193902,56000,15,1280,720,221160,1.128
59.883,1280,1793,481774,6965881,0,7447655,3000000,12,480,360,155028,3.928
1140.349,1280,34208,20478926,320859863,0,341338789,5000000,24,176,144,219480,9.541
452.689,320,2579,207037,3566163,0,3773200,5000000,15,320,240,255832,9.577
250.017,320,7494,856855,3926589,0,4783444,109000,29.97,320,240,218900,0.728
163.897,320,4913,824159,4646573,0,5470732,56000,25,320,240,219656,2.308
286.995,480,6882,2285153,15944803,0,18229956,56000,29.97,176,144,216820,2.62
52.68,480,1318,870136,1579497,0,2449633,820000,25,320,240,141528,1.32
86.486,640,2593,819680,3029350,0,3849030,56000,29.97,640,480,219656,1.508
339.667,640,10191,10121223,820261,0,10941484,5000000,25,176,144,219480,1.844
458.625,640,13746,5308581,24350943,0,29659524,3000000,24,480,360,216820,4.116
255.28,320,6382,611474,7374864,0,7986338,109000,29.97,1920,1080,216820,5.612
167.39166,1280,4017,4369420,41819887,0,46189307,539000,15,320,240,219656,3.74
440.967,320,13230,2444863,13079542,0,15524405,109000,25,1920,1080,219656,12.213
391.08,640,9778,9023743,2261252,0,11284995,539000,24,320,240,219480,2.824
326.58832,1920,7830,16603953,228322925,0,244926878,5000000,24,176,144,218932,9.061
98.683334,176,1184,48267,636993,0,685260,3000000,25,176,144,218136,0.288
74.535,176,894,23996,491276,0,515272,5000000,24,176,144,219200,0.736
750.433,1280,10112,3852576,70635013,0,74487589,5000000,24,1280,720,165700,2.764
368.32,640,9208,869558,470067,0,1339625,539000,12,176,144,221152,1.316
368.32,640,9208,869558,470067,0,1339625,3000000,25,640,480,221152,0.964
86.486,640,2593,819680,3029350,0,3849030,820000,25,320,240,219656,5.172
391.08,640,9778,9023743,2261252,0,11284995,539000,29.97,320,240,219480,0.98
43.827,320,1104,137210,1354404,0,1491614,3000000,25,320,240,218932,2.296
1768.9417,176,21227,1382103,11034284,0,12416387,242000,12,1920,1080,221160,20.881
167.39166,1280,4017,4369420,41819887,0,46189307,242000,24,320,240,219656,3.556
167.39166,1280,4017,4369420,41819887,0,46189307,242000,15,320,240,219656,3.728
290.01666,176,3478,119325,1794184,0,1913509,539000,15,640,480,132592,6.252
326.58832,1920,7830,16603953,228322925,0,244926878,242000,24,320,240,218932,8.429
326.58832,1920,7830,16603953,228322925,0,244926878,242000,12,320,240,218932,8.617
326.583,640,8163,1868804,41239444,0,43108248,242000,12,1920,1080,654348,38.778
292.092,480,8755,2375028,15155062,0,17530090,242000,12,320,240,219480,1.24
340.424,320,4081,1168939,9234909,0,10403848,539000,15,1920,1080,608468,41.643
286.995,480,6882,2285153,15944803,0,18229956,3000000,29.97,480,360,216820,5.16
292.092,480,8755,2375028,15155062,0,17530090,242000,25,1920,1080,219480,6.832
473,320,11826,1419320,8047423,0,9697521,56000,12,480,360,219656,1.948
143.03334,176,1716,56405,856907,0,913312,3000000,12,480,360,219656,12.513
110.966995,480,3330,529627,4978664,0,5508291,242000,24,1280,720,216820,3.164
204.938,480,3280,1451634,6166260,0,7617894,5000000,29.97,480,360,102084,8.593
340.424,320,4081,1168939,9234909,0,10403848,5000000,29.97,640,480,221152,0.764
177.33333,176,2128,100969,1089548,0,1190517,820000,12,1280,720,309932,27.738
98.683334,176,1184,48267,636993,0,685260,5000000,15,320,240,217868,1.052
311.1,176,3733,127552,2066350,0,2193902,539000,24,1280,720,221160,7.5
316.95166,176,3803,111850,2082902,0,2194752,56000,24,320,240,165700,2.512
67.583336,176,792,47585,385164,0,432749,5000000,12,176,144,219480,1.532
581.233,480,17438,10151572,11352574,0,21504146,820000,29.97,320,240,218932,7.548
250.017,320,7494,856855,3926589,0,4783444,820000,24,1280,720,218664,7.888
368.32,640,9208,869558,470067,0,1339625,56000,25,1280,720,297352,9.805
368.32,640,9208,869558,470067,0,1339625,820000,24,176,144,221152,0.784
250.017,320,7494,856855,3926589,0,4783444,109000,29.97,176,144,218900,2.484
440.967,320,13230,2444863,13079542,0,15524405,56000,15,320,240,219656,2.104
254.922,480,7636,918325,7387906,0,8306231,109000,12,1920,1080,647356,22.393
127.221664,1920,3050,3818903,45174992,0,48993895,3000000,24,480,360,217544,7.696
384.451,640,11523,2839955,28225248,0,31065203,3000000,15,480,360,217568,3.84
391.08,640,9778,9023743,2261252,0,11284995,3000000,15,1920,1080,219480,3.916
80.536,480,2417,618732,6327913,0,6946645,5000000,25,1920,1080,219480,7.856
43.827,320,1104,137210,1354404,0,1491614,3000000,29.97,640,480,218932,1.684
167.39166,1280,4017,4369420,41819887,0,46189307,539000,25,1280,720,219656,4.376
452.689,320,2579,207037,3566163,0,3773200,242000,24,480,360,247724,3.192
69.93833,176,839,47521,448322,0,495843,56000,25,1280,720,221152,5.676
282.56,640,7065,4966509,14806840,0,19773349,539000,24,1920,1080,221152,12.425
286.995,480,6882,2285153,15944803,0,18229956,820000,24,176,144,216820,2.712
95.462,640,2862,886496,8770159,0,9656655,109000,24,640,480,221160,4.036
274.541,480,8228,802625,3994697,0,4797322,109000,25,640,480,216064,6.132
203.198,320,6078,853613,5225468,0,6079081,820000,29.97,1280,720,221160,3.016
67.583336,176,792,47585,385164,0,432749,5000000,29.97,176,144,219480,0.84
316.95166,176,3803,111850,2082902,0,2194752,109000,29.97,1280,720,165700,1.4
476.957,1280,14305,3487520,79210885,0,82698405,3000000,24,480,360,165696,4.524
217.518,480,6520,406683,1851539,0,2258222,56000,24,1920,1080,217080,4.692
80.536,480,2417,618732,6327913,0,6946645,56000,12,480,360,219480,1.896
59.883,1280,1793,481774,6965881,0,7447655,109000,12,320,240,155028,4.244
326.58832,1920,7830,16603953,228322925,0,244926878,3000000,15,320,240,218932,8.269
1768.9417,176,21227,1382103,11034284,0,12416387,820000,25,480,360,221160,2.488
63.667,640,956,1259657,6480438,0,7740095,56000,29.97,480,360,219656,7.168
33.09,320,456,101794,1052937,0,1154731,109000,24,640,480,219480,5.576
33.09,320,456,101794,1052937,0,1154731,820000,15,176,144,219480,0.604
67.583336,176,792,47585,385164,0,432749,820000,15,1920,1080,219480,21.421
157.891,480,4733,1776729,6254165,0,8030894,5000000,24,480,360,219464,3.796
43.827,320,1104,137210,1354404,0,1491614,3000000,25,640,480,218932,31.63
69.93833,176,839,47521,448322,0,495843,242000,12,640,480,221152,1.58
476.957,1280,14305,3487520,79210885,0,82698405,5000000,15,1280,720,165696,5.476
95.462,640,2862,886496,8770159,0,9656655,820000,29.97,320,240,221160,5.732
33.09,320,456,101794,1052937,0,1154731,109000,24,640,480,219480,4.22
292.092,480,8755,2375028,15155062,0,17530090,3000000,24,1280,720,219480,4.032
42.2,480,1056,216154,1306770,0,1522924,242000,15,1920,1080,216820,3.692
39.055,1920,1170,839251,28416939,0,29256190,5000000,29.97,1920,1080,216020,77.625
143.03334,176,1716,56405,856907,0,913312,56000,12,1920,1080,219480,17.377
282.56,640,7065,4966509,14806840,0,19773349,5000000,12,480,360,221152,2.404
714.371,1280,21407,14532530,43720516,0,58253046,3000000,12,1920,1080,164888,9.485
273.816,1920,6843,6190779,47579961,0,53770740,242000,24,1920,1080,219656,12.989
326.58832,1920,7830,16603953,228322925,0,244926878,56000,12,176,144,218932,9.705
143.03334,176,1716,56405,856907,0,913312,242000,25,1920,1080,219480,3.272
385.052,1280,9232,16244376,5023129,0,21267505,56000,24,320,240,219480,2.96
64.933,320,975,318954,1603007,0,1921961,5000000,12,1280,720,217080,5.708
69.933,320,1050,349781,2035796,0,2385577,539000,29.97,480,360,219656,0.66
63.667,640,956,1259657,6480438,0,7740095,820000,12,176,144,219656,3.812
107.443,480,3220,671936,3625932,0,4297868,3000000,25,1920,1080,668268,116.715
157.891,480,4733,1776729,6254165,0,8030894,3000000,25,640,480,219464,8.529
476.957,1280,14305,3487520,79210885,0,82698405,56000,15,1920,1080,165696,21.009
98.683334,176,1184,48267,636993,0,685260,109000,12,480,360,217880,0.44
