0,1,2,3,4,5,6,7,8
-118.9,34.18,14,2627,328,1121,328,7.0504,333800
-118.08,33.85,22,1055,204,682,216,6.0,191300
-118.41,33.88,34,540,107,213,104,6.3403,500001
-119.54,36.51,36,49,7,28,2,4.625,162500
-117.25,32.74,36,1830,430,755,419,2.9904,286800
-121.8,37.32,20,2473,476,2228,501,5.6817,224200
-117.9,33.67,26,2507,393,1333,392,6.1601,266100
-119.03,36.07,26,3210,646,1908,642,2.4167,77600
-119.57,37.02,16,4199,794,2140,722,3.332,111800
-122.25,37.85,52,1274,235,558,219,5.6431,341300
-118.39,34.06,43,1879,397,873,382,3.8158,500001
-118.31,34.02,43,2255,533,1568,470,1.6955,115200
-117.69,34.09,28,1437,295,724,262,2.725,140200
-122.16,37.68,16,1687,348,568,352,2.3869,83300
-119.1,36.4,31,1533,361,1518,386,1.5608,51700
-118.38,34.04,35,2237,592,1794,543,2.2961,207700
-117.66,34.13,17,3229,405,1289,407,6.3842,307100
-118.16,33.78,15,4798,1374,3087,1212,2.127,163300
-118.32,33.91,35,881,159,605,170,3.6654,184500
-119.67,36.35,10,1090,164,470,158,4.9432,118800
-121.78,38.68,39,2806,662,1659,638,1.9787,97800
-117.25,32.73,39,1688,256,635,272,4.5938,367400
-117.1,32.71,9,1931,472,1628,445,2.085,92600
-118.14,33.76,50,2960,761,1179,718,3.5214,398100
-122.95,39.13,17,380,69,225,72,3.25,137500
-118.33,34.1,29,732,288,691,278,2.1866,250000
-118.14,34.69,35,2118,374,1108,360,3.4327,100300
-118.01,34.13,38,3374,671,1906,640,4.0729,212300
-118.32,33.98,46,1611,339,921,314,3.0833,103300
-121.7,36.77,21,2294,478,1306,430,3.0347,227200
-118.43,33.82,34,2112,614,946,574,4.6048,500001
-122.12,37.99,33,1660,277,741,261,4.675,225400
-122.42,37.73,50,3426,769,2261,671,2.888,246400
-118.22,33.98,42,626,143,625,156,3.125,166300
-118.08,33.92,39,1631,322,1034,328,4.5382,165700
-117.51,33.95,12,9016,1486,4285,1457,4.9984,169100
-121.88,36.98,21,4117,752,2001,763,4.8953,289500
-118.41,33.89,31,1428,320,677,331,7.2316,500001
-118.33,33.91,35,1092,302,962,297,3.5903,183300
-118.27,33.92,36,1465,346,1147,324,1.7262,88800
-121.97,37.87,4,1029,126,416,122,13.4883,500001
-117.1,32.83,16,4214,744,1820,699,4.3783,179500
-118.5,34.15,33,3104,387,1111,376,13.4196,500001
-117.14,32.92,15,3242,595,1936,593,4.9706,184700
-118.11,33.78,16,3985,567,1327,564,7.9767,500001
-121.38,38.47,4,14418,2282,6578,2140,4.5604,145900
-121.36,38.6,36,1275,227,530,245,3.875,133600
-122.57,37.99,38,5587,996,2466,1027,4.1711,336900
-122.07,37.58,16,1893,338,1461,344,5.225,213700
-119.79,36.72,19,1719,391,1369,368,1.25,53000
-116.01,33.51,24,2985,958,4042,905,1.7344,66400
-122.12,37.39,34,3561,497,1336,501,8.9172,500001
-120.16,39.04,18,2040,402,350,129,4.0313,126000
-117.59,34.13,10,20263,3915,9716,3744,3.8505,169600
-118.47,34.04,21,5041,1491,2719,1420,3.5335,268800
-118.25,33.87,18,6812,1263,3704,1216,4.25,169200
-117.05,32.67,16,2168,343,1589,338,5.4863,153800
-117.32,33.51,4,966,133,311,92,5.2066,500001
-118.86,34.22,26,1932,280,886,289,5.0855,232200
-122.73,38.37,40,1389,309,841,288,3.1094,183300
-118.78,34.26,24,4072,582,1834,565,6.0487,254500
-122.35,37.98,34,3756,726,2237,686,3.7562,132900
-117.46,34.85,7,9759,1816,2933,1168,3.4912,157700
-118.23,34.09,49,1638,456,1500,430,2.6923,150000
-118.41,34.21,35,2830,518,1577,524,5.35,210500
-121.36,38.59,32,3303,480,1185,436,5.0508,225700
-119.72,36.81,15,2175,564,1194,482,2.6767,87500
-118.34,34.03,46,2437,502,1151,477,2.4444,134100
-118.56,34.22,34,1599,294,819,306,4.3194,197000
-117.9,33.63,32,3556,521,1381,537,6.1426,450700
-118.37,34.15,29,2630,617,1071,573,3.3669,376100
-118.24,33.93,32,779,201,861,219,1.0625,89800
-118.17,33.82,52,2539,497,1152,488,4.1354,268200
-120.61,37.35,34,1900,401,1009,385,2.2222,75000
-118.11,34.12,52,2954,371,1152,347,11.5609,500001
-117.61,34.12,17,6709,1198,3954,1161,4.6997,156900
-119.45,36.16,27,2119,373,1268,345,2.8152,106900
-122.36,40.68,28,1745,379,1011,370,2.0391,59800
-122.2,37.79,29,1640,376,939,340,2.8321,150000
-117.88,33.73,36,2471,498,2594,475,3.75,170500
-122.17,37.73,43,1473,371,1231,341,2.1587,86500
-117.75,34.07,52,1279,213,444,204,5.2269,161000
-122.49,37.99,27,5470,755,1916,764,6.994,420800
-117.08,32.82,10,5177,856,2190,816,5.9734,271700
-116.48,33.84,5,5480,1371,1050,485,1.7204,137500
-121.46,38.7,32,965,183,568,188,3.8611,93900
-122.05,37.34,31,1443,215,627,222,6.6087,416500
-122.44,37.76,52,1968,472,784,430,3.3702,370000
-117.07,32.64,30,2873,774,1593,731,2.24,129500
-121.3,38.02,4,1515,384,491,348,2.8523,87500
-122.57,38.58,18,2083,506,926,487,1.9925,225000
-122.09,37.97,5,5303,779,2017,727,6.9961,294100
-117.28,34.16,26,2469,532,1068,501,1.9832,122100
-117.69,33.53,17,5041,778,2396,801,6.0868,282900
-117.08,32.93,5,14944,2490,6600,2407,6.0857,308300
-117.32,34.48,8,4627,887,2739,846,3.0204,93100
-119.14,34.23,8,243,75,102,80,2.5714,500001
-117.23,32.79,28,2453,648,1082,617,3.625,266700
-122.03,38.27,24,3580,735,1959,731,2.7284,118500
-118.09,33.89,42,1150,215,708,204,3.6875,171500
-117.11,33.11,17,2641,627,1167,647,2.2875,132400
-122.21,37.76,52,1420,314,1085,300,1.7546,80600
-117.08,32.77,25,3911,849,1580,767,2.7778,184100
-122.5,37.74,44,2374,496,1087,426,3.5,275700
-118.02,34.08,29,2741,667,2449,677,3.6944,175200
-120.68,37.47,33,1028,226,658,197,2.3043,66300
-118.27,34.25,37,2489,454,1215,431,5.0234,257600
-120.45,34.97,10,1897,354,1353,357,3.7679,131300
-122.15,37.74,52,2898,557,1338,550,3.8510000000000004,183500
-122.37,37.81,26,5416,1045,4531,962,2.7909,250000
-118.28,34.07,24,3247,1281,2642,1182,2.4632,216700
-120.83,39.27,14,3338,608,1373,562,3.67,160100
-122.0,37.12,17,4413,672,1674,608,6.9772,383300
-117.07,33.01,5,5870,977,1917,842,5.1998,294100
-121.85,37.38,12,12980,2568,8190,2515,5.2415,286500
-118.28,33.8,38,1471,329,1207,335,4.0,165500
-118.39,34.16,37,1388,286,547,258,5.1584,444700
-118.18,33.87,44,2137,461,1126,439,3.4408,172900
-117.96,34.07,35,2819,529,1508,485,4.6118,191700
-117.81,33.88,19,2968,503,1430,459,5.3339,371700
-121.49,38.52,37,1902,413,955,384,3.1014,96800
-122.43,37.79,52,3020,842,1294,769,3.4375,500001
-118.06,34.02,25,3548,639,2653,664,5.2557,188800
-121.99,37.54,26,2332,371,1285,404,5.388,225000
-119.71,36.73,19,3972,585,1586,560,5.2608,151400
-118.41,34.04,49,601,95,228,106,8.0239,500001
-118.25,34.22,34,2510,535,1516,542,3.8068,267000
-118.44,34.15,29,5474,1457,2352,1326,3.415,382500
-121.96,38.54,6,1485,318,894,308,3.2222,139600
-117.17,32.79,44,2262,647,3009,657,2.2663,123600
-121.4,38.59,18,2614,624,1181,616,2.0432,156800
-118.14,34.04,43,1949,464,1216,457,3.3214,209300
-122.44,37.63,35,5113,959,3004,964,4.7625,281300
-122.03,37.59,16,4371,889,2530,817,4.6786,256000
-117.31,34.12,37,1412,343,1127,351,1.1667,70900
-118.38,33.83,35,2152,454,902,414,4.5179,427200
-118.33,34.17,48,2584,483,1118,459,4.2396,245100
-121.48,38.52,34,2561,497,1583,530,3.1583,95800
-117.1,32.68,49,1412,350,1200,332,2.0398,93600
-122.36,37.96,30,950,317,1073,280,1.8664,107800
-122.17,37.76,33,1280,307,999,286,2.5625,89300
-118.37,34.06,52,1608,289,630,252,5.5596,500001
-122.23,38.06,52,1350,266,490,257,3.125,171100
-117.37,33.98,43,2862,772,1878,675,2.1151,96700
-115.53,32.99,25,2578,634,2082,565,1.7159,62200
-117.24,32.8,28,1072,331,692,321,2.1357,187500
-122.67,38.43,17,2007,400,895,403,3.2813,202700
-118.17,34.12,30,3376,720,1990,725,3.7813,232000
-120.74,39.82,9,1955,398,294,122,3.9583,126500
-120.96,37.65,34,1700,325,972,326,2.4485,95500
-118.17,34.03,31,1014,252,1064,247,2.4167,125500
-121.92,37.53,7,28258,3864,12203,3701,8.4045,451100
-121.42,36.57,13,2685,621,2474,573,2.8775,134100
-121.45,38.53,38,1746,388,1142,315,1.7714,69900
-118.08,34.01,33,1091,233,890,226,2.7679,176400
-117.13,32.75,24,1877,519,898,483,2.2264,112500
-121.2,37.97,39,440,83,270,97,6.0582,157700
-121.5,38.5,29,2049,330,787,309,3.7414,98500
-122.46,37.69,35,1983,385,1577,414,4.0833,266700
-121.22,38.8,11,2521,521,1390,477,3.5265,124800
-117.14,34.01,26,7561,1051,2909,1012,7.2972,269600
-122.24,40.45,27,1804,321,782,300,3.5978,80600
-117.37,33.19,38,861,213,486,204,4.1875,185000
-121.35,37.96,21,1343,183,462,193,5.8995,189900
-117.86,33.78,25,2635,660,1710,634,3.125,215000
-117.27,34.11,44,567,134,565,150,1.8281,62900
-121.62,39.11,11,3519,577,1459,549,4.2792,123800
-122.12,37.12,51,2419,485,1078,435,2.7933,206900
-118.28,33.94,9,456,130,438,114,0.8952,81300
-118.26,34.02,37,1551,501,2173,474,2.1667,117700
-122.25,37.5,44,348,79,154,73,4.7708,253800
-117.16,33.76,11,4934,929,2508,840,2.625,155400
-119.53,37.34,26,4047,702,571,199,2.3482,179500
-117.65,34.12,27,2298,340,1071,369,6.5587,239000
-116.95,33.79,20,2399,546,1726,542,1.8845,77700
-117.83,34.01,16,9446,1650,4911,1534,5.0111,212900
-118.41,34.25,19,280,84,483,87,1.95,137500
-122.69,38.36,6,5496,1374,2502,1189,2.4827,177500
-122.07,37.59,15,3475,686,2568,653,4.6211,151400
-117.96,33.72,23,3929,559,1858,538,6.8645,318200
-117.43,33.98,21,2634,421,1376,406,4.2589,152200
-122.5,37.77,52,2433,454,1070,420,4.125,359500
-117.93,34.07,36,1207,209,683,213,5.3559,207300
-122.04,36.96,42,538,107,200,104,2.1667,196400
-118.2,33.97,30,1911,562,2055,534,2.3917,154600
-117.86,33.9,25,3205,409,1291,408,7.2478,299200
-117.25,32.8,37,1096,260,490,267,3.2663,270600
-122.34,41.21,26,178,40,55,25,2.0375,57500
-119.01,35.37,33,821,181,579,172,1.2469,46700
-117.28,33.89,33,6982,1371,5650,1195,2.5379,152700
-119.24,35.67,32,3216,750,2639,709,2.0025,54700
-121.85,37.35,29,3515,807,3572,776,2.7562,160100
-120.52,35.06,11,1317,234,655,243,4.3611,329700
-115.39,32.76,16,1136,196,481,185,6.2558,146300
-122.4,40.58,43,1455,300,747,279,2.7857,104200
-122.42,37.8,52,3823,1040,1830,977,4.2458,450000
-117.89,33.82,21,1591,298,904,297,4.8906,179100
-121.96,37.95,13,3216,765,1627,715,3.0859,167800
-117.86,33.85,17,1131,236,622,244,4.9306,158500
-122.31,37.57,37,1437,305,979,331,4.0,273700
-118.21,34.64,16,2573,427,1273,426,5.9508,181100
-122.03,37.39,22,3280,933,1842,795,4.4107,232700
-119.82,36.76,46,2194,563,924,542,1.4028,68500
-117.86,33.75,13,1632,598,3356,659,1.5054,137500
-118.07,33.89,35,1145,274,1651,265,3.125,120300
-121.47,38.95,34,2129,350,969,314,2.7039,106300
-118.16,33.78,33,2048,585,2074,597,2.0156,152700
-122.47,37.71,44,2547,511,1577,516,4.1939,237900
-117.17,32.79,43,1269,297,946,285,2.1447,133300
-117.06,32.66,24,2587,491,1617,458,3.5066,133400
-117.43,33.81,13,4770,718,1985,662,4.2273,295200
-117.2,34.14,18,1920,333,890,323,5.159,144800
-118.21,34.05,28,1079,306,1358,285,2.52,131900
-118.1,33.74,31,1310,342,563,310,4.6528,457100
-122.59,37.99,36,4869,871,1899,827,4.1659,302000
-119.02,36.07,29,2610,597,1659,571,1.5911,60800
-122.48,38.32,31,1701,363,680,324,3.1375,192100
-118.02,33.83,26,3616,892,2257,821,3.1497,217600
-116.87,34.24,15,4419,822,622,267,3.9688,182800
-117.45,34.11,7,6356,1244,4052,1164,2.9112,121700
-124.09,40.88,31,1982,495,1052,467,1.5326,74100
-118.61,34.15,32,4491,815,1696,749,4.9102,319100
-117.25,33.1,14,3676,720,1176,614,3.9464,171900
-117.13,32.75,20,2271,602,992,520,2.2599,157600
-122.27,37.9,52,1803,240,572,236,6.1739999999999995,358800
-118.12,33.81,36,1774,299,784,298,5.0447,249200
-119.68,36.81,13,2589,413,1356,435,5.0253,106200
-118.99,37.63,10,7744,1573,483,224,3.2917,231800
-117.22,34.26,16,8020,1432,1749,540,4.9716,162500
-121.77,38.69,47,1697,318,775,276,3.4559,123100
-122.49,37.78,49,2176,441,1040,448,4.2414,500001
-118.01,33.94,35,1323,235,807,247,4.2708,174800
-118.33,34.19,46,2115,463,1133,439,3.7344,222000
-121.92,37.3,36,2088,358,772,347,4.2762,310100
-122.74,38.83,12,4515,909,1554,528,3.3531,90800
-121.3,38.13,27,1004,192,470,192,2.8942,116700
-117.05,32.69,14,1689,555,1319,527,3.16,143800
-120.66,35.29,23,1932,487,1380,472,1.9647,253600
-118.23,33.95,42,705,173,739,140,0.9166,99000
-118.55,34.37,21,7010,1063,3331,1038,6.776,278100
-118.22,34.09,36,1427,415,1835,410,2.48,138900
-118.28,33.75,18,393,189,429,188,1.8393,187500
-118.14,34.17,42,2757,713,2112,653,2.7148,166800
-122.52,38.53,35,1227,236,548,207,4.875,336700
-116.22,34.21,23,1175,468,355,151,2.2083,42500
-118.73,36.01,14,3263,651,1910,594,2.8603,128900
-122.13,37.15,39,2854,613,1338,518,3.9423,180300
-121.47,38.72,26,1708,299,911,290,4.0227,99800
-122.49,37.67,29,3795,675,2494,696,5.2848,260300
-122.47,37.75,52,1598,285,689,265,4.6071,337400
-122.05,37.95,22,5175,1213,2804,1091,2.85,144600
-121.94,37.75,17,2559,370,1238,377,6.2781,269800
-118.16,33.97,39,1444,447,1890,416,2.1181,176600
-118.08,33.81,21,1189,281,577,264,3.3155,237500
-118.53,34.21,18,3124,796,1855,725,2.9389,213200
-117.8,33.63,8,32,9,26,11,4.1944,270800
-121.73,36.93,29,2931,535,1954,506,3.2917,224700
-122.21,37.83,40,4991,674,1616,654,7.5544,411500
-121.13,36.21,30,1484,414,1200,351,1.7548,95800
-117.4,33.95,32,1979,491,954,444,2.4408,117300
-119.71,34.42,50,840,279,488,270,2.2097,258300
-118.68,34.27,16,4637,941,2476,878,4.0568,225200
-122.07,37.93,25,7201,1521,3264,1433,3.7433,252100
-119.57,36.7,7,1761,309,974,308,3.7261,83900
-119.27,35.51,28,1089,179,544,190,3.2279,95800
-122.41,37.71,47,2289,481,1697,465,3.4773,226300
-121.46,38.56,52,1750,372,764,369,2.9191,111800
-117.66,34.05,14,2644,525,2021,511,3.6467,147500
-117.88,34.11,30,3082,602,2008,619,4.1411,182700
-118.04,33.9,36,15,5,15,6,0.4999,162500
-118.26,34.16,18,1775,525,950,522,3.5417,177100
-118.03,33.94,34,1748,386,917,378,3.4792,169000
-118.11,34.08,45,1106,226,779,205,4.5446,244800
-122.53,37.97,52,1560,451,700,419,2.5125,270800
-121.5,38.59,43,88,21,119,19,1.725,67500
-118.3,33.75,23,1957,517,1454,526,3.5056,203100
-118.51,33.98,40,1901,679,865,587,2.3417,425000
-117.22,33.17,6,1487,362,810,322,3.625,135700
-121.97,37.29,29,2721,682,1602,646,3.3369999999999997,265300
-122.25,37.83,52,2376,559,939,519,3.1484,224100
-122.0,37.34,31,3344,620,1604,572,5.2108,351500
-121.54,39.08,26,2276,460,1455,474,2.4695,58000
-121.36,38.56,20,1232,332,667,288,1.8288,32500
-122.12,37.68,35,1958,484,1146,448,2.95,148900
-122.49,37.78,46,3304,792,1783,777,3.6148,352200
-121.28,38.53,18,224,38,95,41,3.1042,165000
-117.75,34.06,44,477,135,502,117,2.0156,112500
-116.86,33.05,17,9044,1689,5030,1596,3.6348,164500
-122.19,37.42,47,932,167,295,116,8.4375,500001
-118.4,34.06,52,2501,362,748,349,6.6343,500001
-120.55,37.32,21,1410,229,590,205,3.3194,141400
-119.85,36.77,27,1510,344,847,295,2.9315,83200
-122.39,37.73,52,1931,329,1025,293,2.9063,192000
-121.93,36.63,41,1049,198,428,183,4.3571,287500
-117.18,32.75,52,1539,212,535,224,5.392,408500
-118.29,34.11,40,2681,737,1144,669,3.0461,264300
-118.13,34.18,52,1464,211,603,226,5.8309,309100
-119.26,35.87,24,1590,390,1686,372,1.6469,47600
-121.9,37.44,9,957,139,532,142,8.6675,441000
-118.27,34.08,35,1147,365,1016,296,2.3913,198800
-121.94,36.98,21,3520,831,1486,753,3.0905,264300
-117.81,34.01,12,9197,1642,4332,1554,4.9589,282100
-118.25,34.01,28,481,136,596,128,1.2396,90300
-121.87,37.1,20,1918,304,798,302,7.5755,402300
-117.77,33.51,29,3590,772,1070,603,4.4464,500001
-122.22,37.81,52,2927,402,1021,380,8.1564,390100
-118.27,33.79,26,2109,651,2120,605,2.1447,158700
-122.66,39.02,16,3715,810,943,510,1.7446,109400
-121.88,37.44,26,1471,348,1089,320,5.3057,226400
-118.83,35.2,17,1959,484,1763,453,2.1357,53500
-118.32,34.19,37,589,119,375,122,3.3897,222700
-118.22,33.9,35,1649,424,1786,388,1.4091,105600
-121.4,39.33,15,2655,493,1200,432,3.5179,107200
-123.82,40.12,33,2985,591,1221,486,2.0869999999999997,82400
-117.95,33.86,36,2038,343,1066,346,5.197,195700
-117.25,33.3,14,2513,351,1151,357,6.3054,359000
-118.43,34.21,17,3667,1209,2636,1054,2.425,175500
-120.57,35.11,18,2920,556,1068,552,3.5242,156800
-120.07,39.24,20,3729,614,365,152,4.962,169500
-122.17,38.06,16,3515,626,1764,626,4.4397,187100
-118.35,33.88,36,1583,411,1097,350,4.0737,238200
-121.93,37.31,26,2182,704,1638,704,2.8981,229800
-118.44,34.25,33,1121,231,1038,236,4.8958,173700
-122.2,39.75,18,2603,576,1616,588,2.0192,63700
-122.25,37.81,39,854,242,389,228,3.125,237500
-119.72,36.81,28,1651,305,780,309,2.9453,72200
-118.03,33.83,34,3203,653,2072,691,4.225,198400
-117.59,33.67,29,1223,215,633,204,6.5143,279800
-117.93,34.57,5,5613,1060,3569,999,3.1946,132700
-115.59,32.79,8,2183,307,1000,287,6.3814,159900
-122.49,37.76,52,1792,305,782,287,4.0391,332700
-122.34,37.57,28,3751,949,1691,846,3.9728,300000
-117.91,33.6,37,2088,510,673,390,5.1048,500001
-117.95,33.76,29,1829,366,1703,343,4.1295,188000
-118.44,34.0,44,1798,353,835,314,4.75,355800
-117.38,33.2,17,1877,581,1288,426,1.9386,106300
-118.11,33.84,36,1756,297,798,287,5.5581,218300
-118.6,34.23,19,8866,2355,5005,2194,3.2564,230300
-122.02,37.99,37,2247,416,1237,397,4.45,161900
-117.88,33.88,15,957,360,615,370,3.0263,162500
-117.94,33.82,24,4735,955,2600,868,5.0764,228600
-116.39,33.69,10,11659,2007,2186,1083,6.9833,238800
-120.98,37.62,26,3819,955,3010,932,1.9206,81300
-119.2,34.19,19,9503,1769,6370,1718,5.0016,218500
-118.13,33.89,36,599,125,361,139,5.0395,225800
-120.99,38.69,5,5743,1074,2651,962,4.1163,172500
-121.3,38.0,23,3706,1106,3785,1019,1.7774,100000
-118.13,33.91,35,561,104,261,105,4.9375,183800
-122.18,37.73,42,4074,874,2736,780,2.455,82400
-118.18,34.1,10,1907,398,921,369,4.875,200400
-118.32,33.92,35,1281,219,710,184,4.8304,152800
-117.97,33.73,26,1694,260,885,279,5.0875,224200
-117.93,33.65,35,2133,413,1473,402,4.4211,215200
-117.19,32.69,35,2921,438,1042,415,6.3612,482700
-121.44,38.68,19,2476,534,1355,463,2.0625,94400
-122.36,40.69,32,3611,772,2060,759,1.7427,60600
-119.63,34.4,29,3865,814,1266,613,6.0069,500001
-121.01,37.68,33,3230,587,1579,560,3.5775,109700
-118.47,34.19,41,1104,196,495,196,5.0929,225000
-118.41,34.04,52,2113,332,800,327,11.1768,500001
-118.31,33.88,21,1490,430,686,400,2.3812,237500
-121.3,38.74,41,4374,1039,2387,959,2.3611,87900
-117.17,32.74,38,5054,1168,2366,1103,2.9422,289400
-117.98,33.69,16,2437,438,986,422,5.7117,247200
-115.73,33.36,19,749,238,476,169,1.7727,50000
-122.44,37.75,28,4930,1381,2232,1321,4.3232,316200
-120.96,37.64,36,60,12,51,14,3.625,67500
-120.84,35.31,23,3100,603,1515,609,2.8493,196100
-121.57,37.02,17,2889,624,2681,608,2.9417,178000
-118.21,34.03,44,1550,407,1718,403,2.5268,141100
-121.28,37.93,23,1491,346,1223,343,2.1591,67800
-121.75,39.88,16,2867,559,1203,449,2.7143,95300
-122.52,37.88,52,176,50,88,46,3.8068,275000
-122.0,38.37,18,1048,185,469,162,3.625,125000
-116.96,33.62,8,1003,167,388,140,4.2917,221900
-117.19,34.03,36,2223,361,942,331,4.6806,152400
-117.35,34.11,34,2104,388,1578,365,3.0833,88400
-117.29,33.72,19,2248,427,1207,368,2.8169999999999997,110000
-121.99,36.99,29,3119,507,1476,487,5.8123,281500
-115.64,32.75,19,377,69,198,55,1.625,112500
-118.23,34.1,38,1051,249,799,229,2.7119999999999997,143800
-120.91,38.11,9,3585,680,1800,598,3.636,133100
-117.18,34.05,52,1820,342,601,315,2.6129,137000
-116.94,34.4,20,6541,1401,2631,980,2.1339,78500
-121.27,37.95,43,557,165,573,144,1.7212,59000
-117.25,33.25,6,6160,993,2997,1029,4.6187,205000
-122.41,37.75,52,2515,576,1209,540,3.5912,284900
-119.86,36.78,7,2232,490,1274,499,2.9853,74700
-118.32,34.05,42,3343,1183,3480,1146,1.9923,250000
-121.94,37.28,18,4356,1334,1968,1245,3.6294,240000
-122.21,37.48,39,1535,340,1204,370,2.8482,247200
-118.41,34.03,26,4376,1394,2435,1250,2.8418,327300
-117.2,34.14,14,2647,524,989,479,3.1513,160000
-118.27,34.06,30,1771,788,2188,764,1.5885,154200
-118.12,33.9,38,1222,282,756,256,4.125,173900
-120.23,37.96,52,1230,262,609,243,2.0057,68200
-119.71,34.42,52,1411,324,1091,306,4.1062,252900
-122.29,37.91,46,2085,346,748,354,4.0536,262000
-120.45,36.86,34,673,173,539,182,2.3523,66000
-119.61,36.94,14,863,151,315,135,4.2679,151800
-118.1,33.93,36,1124,217,707,234,4.375,174500
-122.47,37.75,51,2713,396,1090,401,9.3603,500001
-117.87,33.63,9,6163,1004,1912,903,10.8289,500001
-118.22,34.67,28,2357,408,1162,384,4.3636,179700
-117.66,34.07,36,2072,408,964,395,2.8702,137000
-117.39,33.97,48,1915,348,1060,376,3.4044,117900
-117.11,32.58,28,1869,407,1074,344,2.5988,135600
-117.83,33.97,11,21533,3078,9671,2890,7.0329,368300
-121.29,38.07,21,1185,207,533,213,3.1917,204500
-122.43,37.8,52,1380,322,553,288,4.0417,500001
-118.52,34.18,34,2307,388,1168,427,4.2143,245400
-118.21,34.02,43,1811,513,2123,487,1.3615,133300
-118.16,33.77,49,3382,787,1314,756,3.8125,382100
-117.14,34.05,5,2634,359,1173,372,6.746,204100
-122.2,39.15,33,1064,174,434,147,3.125,108000
-118.27,34.05,26,1164,674,1685,541,1.5727,225000
-122.84,38.07,31,1858,367,701,297,3.8269,270700
-121.86,37.34,29,5274,1625,6234,1639,2.5947,177300
-121.5,38.57,45,858,254,510,200,1.0114,80000
-118.29,34.11,30,2774,570,1076,580,5.296,500001
-122.47,37.78,52,2275,412,1166,424,4.0652,421300
-122.45,37.77,52,3095,682,1269,639,3.575,500001
-116.14,34.22,32,3298,1228,763,360,1.875,47800
-118.34,34.06,52,1482,336,768,300,3.7167,327300
-122.32,38.35,20,3494,549,1673,541,5.5718,185200
-123.02,38.81,45,1717,389,916,367,3.2425,138800
-118.43,34.33,18,5891,920,2882,911,5.901,235600
-118.02,33.82,19,2485,437,1286,431,4.7466,258300
-122.29,37.81,46,935,297,582,277,0.7286,95200
-118.26,34.09,36,3503,833,2652,788,3.8448,241400
-118.3,34.18,5,5492,1549,2997,1405,3.3205,172100
-117.97,33.68,16,4508,598,2221,623,7.3731,390800
-116.99,32.76,21,3833,595,1645,589,4.625,273500
-118.35,33.93,31,2746,697,1973,598,3.5139,192800
-117.05,33.04,12,1840,254,580,234,6.7769,400000
-118.84,34.16,18,6075,1056,2571,1018,5.22,399400
-119.8,34.43,22,2845,500,1456,454,5.6604,276400
-117.0,32.67,16,2238,307,1002,303,6.6143,264100
-121.29,37.33,36,48,12,27,8,4.0,75000
-120.08,41.79,34,1355,262,434,178,2.0903,56100
-117.8,33.67,4,3345,552,1525,539,6.7962,329100
-117.89,33.72,25,4343,847,3872,850,4.65,197800
-117.66,33.5,16,1956,346,862,326,4.4732,186300
-117.88,33.69,20,5330,976,2734,1000,5.2138,233100
-119.32,36.19,11,1281,291,861,313,1.0962,72300
-122.61,38.24,18,2933,481,1279,443,5.0849,188500
-122.34,37.93,32,2389,652,1672,584,1.4423,88300
-121.42,38.6,23,3713,1078,2194,1018,1.7451,89600
-121.55,38.51,14,5490,851,2415,837,6.5253,216800
-121.83,37.36,29,4045,885,3036,845,3.1982,171700
-122.12,37.88,35,2785,362,1001,363,8.0448,433300
-122.27,38.29,36,1446,306,678,295,2.8409,153000
-118.39,33.88,33,2496,387,1098,404,7.6685,474300
-121.74,38.15,22,1910,326,1001,345,4.8173,115800
-122.03,38.28,15,5114,833,2418,778,4.4882,144000
-117.53,34.02,19,256,34,101,28,5.3269,375000
-118.2,34.05,8,762,204,728,174,2.4886,137500
-119.76,36.74,52,2137,448,1194,444,1.3029,69100
-118.24,33.9,39,642,129,475,123,1.2083,92600
-118.13,33.83,45,3087,574,1474,567,5.5196,227600
-122.28,37.88,52,2495,491,1058,464,4.1429,259600
-120.69,37.59,27,1170,227,660,222,2.3906,81800
-117.08,32.69,36,1571,284,1001,268,3.6875,111400
-118.42,34.16,17,277,70,119,59,4.0208,341700
-121.22,37.96,30,1737,381,1177,347,1.9875,56400
-122.07,37.63,27,2784,723,2028,693,2.4808,157600
-119.77,36.84,15,2058,412,891,378,3.2569,124400
-117.74,33.73,18,328,68,391,60,4.1167,87500
-122.41,37.79,52,5783,2747,4518,2538,1.724,225000
-118.02,34.15,44,2419,437,1045,432,3.875,280800
-122.3,41.31,29,4059,787,1700,702,2.4526,97100
-119.12,36.29,29,1638,323,942,322,2.1731,66200
-117.87,33.77,52,2512,356,978,365,8.0784,320300
-122.12,37.37,18,1617,231,555,222,8.9021,500001
-121.95,37.94,27,1469,216,578,219,5.9346,253600
-121.98,37.33,30,2645,462,1506,480,6.3716,330500
-121.47,38.56,52,1532,408,782,369,1.8911,85900
-119.02,35.34,35,1650,390,1145,343,1.5357,56500
-119.76,36.72,24,1240,265,1035,232,2.875,60600
-122.31,37.92,38,1250,236,631,279,3.7239999999999998,220100
-118.14,33.96,38,590,139,620,132,2.1731,143800
-121.38,38.6,36,1249,159,362,143,6.8469,446400
-122.22,37.8,52,2286,464,1073,441,3.0298,199600
-118.58,34.19,15,3061,1079,2173,1078,2.85,187500
-122.09,37.7,30,1751,269,731,263,6.005,263900
-117.04,32.9,6,6525,826,3146,806,9.2858,436100
-122.2,37.84,30,2211,346,844,343,6.0666,311500
-122.23,37.82,52,3051,381,1005,369,8.1872,466100
